Word,Count
the,989
is,735
to,727
we,550
in,489
*,485
be,436
this,433
for,399
,333
of,328
it,312
should,301
and,297
not,277
server,252
if,243
by,242
are,216
a,204
|,200
so,181
player,175
on,171
as,167
will,163
that,153
only,153
client,149
at,141
with,140
also,132
when,130
but,123
###################################################################################,122
from,121
can,120
I,117
because,116
since,114
TODO:,113
map,111
game,109
already,107
clients,101
same,101
there,100
-,99
have,94
here,92
case,90
need,87
class,85
just,84
time,83
or,82
all,82
now,78
out,78
use,74
set,73
=,66
which,63
###############################,63
might,63
up,63
2,62
Made,61
other,61
PRooFPS-dd,60
Entertainment,60
\PR00F88,\,60
dont,60
maps,60
West,60
Whiskhyll,60
test,58
used,58
name,57
check,56
bullet,55
message,55
would,53
PGE,51
players,51
even,51
they,50
still,50
once,49
0,49
change,49
has,49
\__func__,\,48
after,48
This,48
angle,48
---------------------------------------------------------------------------,47
no,46
position,46
future,46
->,46
about,46
current,45
too,45
function,44
The,44
object,44
weapon,44
handling,43
jump,43
before,43
state,43
##############################,42
*<,42
end,41
NOT,41
new,40
however,40
its,40
do,40
know,40
later,40
1,39
invoked,39
cannot,39
an,39
limit,39
positive,39
physics,38
could,38
..,38
instance,38
engine,38
any,38
sure,38
least,37
always,37
way,36
some,36
then,36
messages,36
make,36
otherwise,36
handle,35
Y,35
send,35
must,35
again,34
sent,34
crouching,34
being,34
mapcycle,34
line,34
value,33
},33
{,33
static,33
due,33
first,32
received,32
does,32
these,32
needed,31
msg,31
using,31
remaining,31
frag,31
@param,31
\server,\,31
update,30
fail,30
empty,30
%s,29
xhair,29
anyway,29
moment,29
I'm,29
connection,29
\here,\,29
want,29
during,29
our,29
both,29
negative,28
actually,28
network,28
false,28
//,28
user,28
such,27
table,27
valid,27
namespace,27
@return,27
based,27
available,27
was,26
window,26
above,26
their,26
means,26
width,25
initialized,25
pkt,25
than,25
2024,25
somersault,25
amount,25
PURE,25
items,25
had,25
PCH,25
testing,25
invoke,24
enough,24
following,24
been,24
where,24
data,24
2023,24
\mode,\,24
input,24
more,24
item,24
call,24
We,24
char,24
debug,23
throw,23
Dear,23
thus,23
explosion,23
frame,23
Player,23
how,23
2D,22
properly,22
main,22
currently,22
+,22
\0,\,22
inside,22
loaded,22
PRIVATE,21
################################,21
__func__);,21
\However,\,21
every,21
text,21
PUBLIC,21
ctor,21
into,21
functions,21
see,21
them,21
why,21
over,21
don't,21
try,21
PROTECTED,21
terminate,20
my,20
happen,20
GUI,20
jumping,20
count,20
elements,20
requires,20
config,20
If,20
like,20
consume,20
allow,19
next,19
contain,19
switch,19
better,19
triggering,19
won't,19
force,19
get,19
updated,19
bit,19
reset,19
winning,19
So,19
id,19
different,19
built,19
screen,19
addHintToItemByCVar(),19
number,19
A,18
changing,18
flag,18
ImGui,18
respawn,18
between,18
newline,18
down,18
proofps_dd,18
values,18
yet,18
2022,18
previous,18
height,18
initialize(),18
code,17
True,17
Physics,17
zero,17
receive,17
maybe,17
crouch,17
loop,17
side,17
although,17
doesn't,17
run,17
camera,17
block,17
calculated,17
without,17
keep,16
back,16
stop,16
processing,16
depends,16
start,16
file,16
sending,16
won,16
last,16
true,16
\itself,\,16
point,16
added,16
display,16
below,15
instances,15
MsgGameSessionStateFromServer,15
either,15
GameMode,15
60,15
else,15
per,15
Since,15
For,15
tests,15
e.g,15
m_vecOldNewValues.at(),15
struct,15
stays,15
loading,15
big,15
\this,\,15
until,15
\check,\,15
itself,15
move,15
m_vecOldNewValues,15
long,14
default,14
But,14
viewport,14
const,14
tickrate,14
Server,14
error,14
logic,14
changed,14
good,14
return,14
old,14
wait,14
shouldnt,14
looks,14
pressing,14
updates,14
something,14
really,14
come,14
center,14
string,14
add,14
runtime,14
It,13
find,13
expected,13
matter,13
own,13
bullets,13
fully,13
sends,13
Note,13
coordinate,13
having,13
stuff,13
well,13
extra,13
20,13
\app,\,13
400,13
player's,13
Used,13
\point,\,13
invulnerability,13
required,13
preparePktMsgAppFill(),13
compile-time,13
coordinates,13
never,13
initPkt,13
strafe,13
In,12
\"\\,12
PRooFPSddPGE,12
unique,12
go,12
constructed,12
right,12
allowed,12
\clients,\,12
Mapcycle,12
\now,\,12
==,12
list,12
blocks,12
\ground),\,12
collision,12
operator,12
padding,12
mouse,12
Maps,12
delete,12
process,12
(still,12
think,12
put,12
Game,12
client-side,12
Z,11
injects,11
app,11
someone,11
here:,11
read,11
standing,11
upon,11
proper,11
clear,11
\name,\,11
system,11
bool,11
automatically,11
what,11
who,11
column,11
specific,11
header,11
ground,11
packet,11
somersaulting,11
rid,11
condition,11
level,11
created,11
size,11
let,11
horizontal,11
release,11
MsgUserUpdateFromServer,11
offset,11
order,10
points,10
much,10
derived,10
initiated,10
very,10
each,10
0);,10
400},10
support,10
area,10
avoid,10
disconnected,10
m_mapPlayers,10
anything,10
reached,10
wpn,10
application,10
needs,10
Strafe,10
server-side,10
executed,10
killer,10
related,10
elapsed,10
shoot,10
assertion,10
100,10
connecting,10
iteration,10
death,10
session,10
create,10
movement,10
Hz,10
Map,10
\{0,\,10
version,10
pMsgApp,10
design,10
int,10
\initialize(),\,10
goes,10
draw,10
variables,10
log,10
manually,10
show,9
most,9
validation,9
server's,9
rate,9
\and"\\,9
\(0,0)\,9
commented,9
everything,9
though,9
actual,9
few,9
Client,9
i,9
ignored,9
\getConsole().OLn("\InputHandling::%s():\,9
Total,9
expect,9
another,9
further,9
restart(),9
fall,9
Please,9
damage,9
\class,\,9
FPS,9
MsgUserSetupFromServer,9
anymore,9
PPPKKKGGGGGG,9
objects,9
include,9
touched,9
\"\bitwise\,9
cause,9
\getConsole().EOLn("\ERROR:\,9
operands,9
\%f,\,9
doing,9
scaling,9
restart,9
multiple,9
explained,9
self,9
3D,9
container,9
mid-air,9
statement,9
existing,9
Available,9
x,9
falling,9
rendering,9
sClientUserName.c_str());,9
\maps,\,9
while,9
UnitTest.h,9
:,9
\it,\,8
1st,8
relevant,8
meantime,8
i.e,8
\player,\,8
invokes,8
resources,8
leading,8
unit,8
TOP,8
killed,8
beginning,8
decide,8
mode,8
able,8
windows,8
failed,8
initial,8
disconnect,8
\change,\,8
Count,8
NULL,8
irrelevant,8
\won,\,8
one,8
hit,8
trigger,8
note,8
\that,\,8
request,8
\client,\,8
explicit,8
reposition,8
background,8
\only,\,8
present,8
ignore,8
including,8
true);,8
client's,8
rendered,8
continuous,8
store,8
easy,8
And,8
\too,\,8
\map,\,8
array,8
T,8
assert(false);,8
probably,8
handled,8
\%f"\,\,8
\players,\,8
instead,8
\getConsole().OLn("\WeaponHandling::%s():\,8
got,8
event,8
defined,8
weapons,8
tick,8
full,8
\getConsole().EOLn("\InputHandling::%s():\,8
executes,8
part,8
on-ground,8
connected,8
pos,8
active,8
On,7
thread,7
separate,7
impact,7
detect,7
work,7
names,7
3,7
less,7
lines,7
started,7
regression,7
adding,7
\instance,\,7
MsgUserNameChangeAndBootupDone,7
positions,7
cell,7
row,7
pixels,7
called,7
countdown,7
CVAR,7
receives,7
doesnt,7
evaluate,7
boundaries,7
invalid,7
columns,7
somehow,7
bottom,7
direction,7
important,7
world-space,7
behind,7
auto-crouch,7
space,7
moved,7
reason,7
save,7
Unit,7
vertical,7
Only,7
0;,7
example,7
calls,7
(self),7
\getConsole().EOLn("\PlayerHandling::%s():\,7
fails,7
content,7
To,7
\error,\,7
Handling,7
4,7
calculate,7
small,7
visible,7
obviously,7
found,7
allocated,7
Set,7
seconds,7
\empty,\,7
AFTER,7
pass,7
handles,7
dump,7
load,7
etc,7
op,7
require,7
spawnpoint,7
\100,\,7
earlier,7
newly,7
me,7
null-terminated,7
processed,7
purpose,7
removed,7
build,7
idea,7
shutdown,7
initializes,7
result,6
singleton,6
\"\999"\\,6
enabled),6
\%u"\,\,6
take,6
done,6
packets,6
place,6
TearDown(),6
ImGUI,6
reminding,6
border,6
<msgAppName>,6
makes,6
calculations,6
properties,6
remove,6
(e.g,6
<msgAppId>,6
health,6
\set,\,6
coords,6
######################################,6
\Furthermore,\,6
<count>,6
apply,6
X,6
relative,6
blocksize_Y,6
pimpl,6
blocksize_Z,6
2nd,6
isGameRunning(),6
distance,6
safe,6
generated,6
recommended,6
/,6
common,6
notification,6
auto,6
standard,6
dragging,6
vector,6
easily,6
immediately,6
ImGui's,6
\message,\,6
\file,\,6
were,6
delay,6
type,6
frags,6
menu,6
definition,6
connHandleServerSide:,6
handleUserUpdateFromServer(),6
\line,\,6
onGameRunning(),6
contains,6
bad,6
\reason,\,6
\bullet,\,6
accepted,6
conditions,6
blocksize_X,6
availableMapsGet(),6
TODO,6
\getConsole().OLn("\PRooFPSddPGE::%s():\,6
that:,6
says,6
calling,6
\case,\,6
setUp(),6
sets,6
given,6
timestamp,6
logging,6
early,6
flags,6
(in,6
left,6
deleting,6
correct,6
\pge,\,6
stay,6
specified,6
spaces,6
Bullet,6
operating,6
us,6
Retrieves,6
introduce,6
Config,6
success,6
top,5
rect,5
higher,5
THIS,5
nice,5
Misc,5
pkts,5
look,5
\%d,\,5
starts,5
you,5
PgeGnsServer::m_mapClients,5
pistol,5
\names,\,5
control,5
Minimap,5
nHeight,5
anywhere,5
step,5
handler,5
unlike,5
queue,5
updateOldValues(),5
When,5
filename,5
forces,5
care,5
spawnpoints,5
\force,\,5
nWidth,5
callback,5
single,5
finally,5
\%u!"\,\,5
consecutive,5
real,5
faster,5
mind,5
Main,5
PgeGnsServer::m_mapClients:,5
keeping,5
cpp11,5
front,5
\getConsole().EOLn("\WeaponHandling::%s():\,5
requested,5
kept,5
non-empty,5
\frame,\,5
\mapcycle,\,5
%u,5
\window,\,5
------>|,5
evaluated,5
malicious,5
\%d!"\,\,5
\above,\,5
drawing,5
Because,5
handleUserSetupFromServer(),5
decided,5
characters,5
special,5
injected,5
DOWNWARDS,5
this:,5
false;,5
layout,5
within,5
colliding,5
cursor,5
systems,5
explicitly,5
implicitly,5
exactly,5
initialization,5
\anyway,\,5
actions,5
%d,5
many,5
PRooFPS-dd-PGE(400)::m_mapPlayers:,5
info,5
kind,5
basically,5
silently,5
scrolling,5
bounds,5
animation,5
head,5
server-only,5
Pure,5
lerping,5
PRooFPS-dd-PGE(0)::m_mapPlayers:,5
userDisconnected,5
Note:,5
replicated,5
implemented,5
Weapon,5
applies,5
non-dry,5
configuring,5
Both,5
\durations,\,5
possible,5
stats,5
MsgMapChangeFromServer,5
!!,5
UPWARDS,5
argument,5
pretty,5
/*,5
WA,5
saved,5
stand,5
elem,5
changes,5
MUST,5
(inject),5
didnt,5
index,5
connHandleServerSide);,5
longer,5
Strafe::NONE,5
PRooFPS-dd-PGE(100)::m_mapPlayers:,5
isNetDirty(),5
simply,5
members,5
wanted,5
receiving,5
may,5
enable,5
abstract,5
files,5
PRooFPS-dd-PGE::m_mapPlayers,4
mapcycleGet(),4
tell,4
foreground,4
generates,4
\%d"\,\,4
title,4
\well,\,4
dtor,4
mapped,4
versions,4
textures,4
scenario,4
Then,4
\side,\,4
Byte,4
booted,4
std::string,4
hInstance,4
drawDearImGuiCb(),4
uses,4
tested,4
progress,4
memory,4
\run,\,4
(but,4
\reached,\,4
(could,4
listen-server,4
win,4
Jump,4
checking,4
sanity,4
ScrollX,4
themselves,4
become,4
variable,4
those,4
cleared,4
transition,4
informational,4
Thus,4
\2,\,4
\machine,\,4
solve,4
CENTER;,4
{},4
TO:,4
null,4
visibility,4
refresh,4
Check,4
\keybd_event(VK_RIGHT,\,4
bRet,4
lister,4
results,4
Current,4
Camera,4
pre-defining,4
\Also,\,4
\KEYEVENTF_KEYUP,\,4
controlled,4
https://github.com/proof88/PRooFPS-dd/issues/268,4
cant,4
bar,4
max,4
!=,4
thrown,4
graphics,4
N,4
v0.2.5,4
dx,4
\time,\,4
\%u,\,4
Event,4
MsgUserSetupFromServer(100),4
\LEFT,\,4
corner,4
Player.h,4
expecting,4
dialog,4
\so,\,4
\CENTER,\,4
access,4
off,4
suicide,4
API,4
\frames,\,4
Dont,4
\%s!"\,\,4
connections,4
returns,4
shortening,4
behavior,4
\engine,\,4
around,4
XHair,4
\true,\,4
O2,4
travel,4
preview,4
nCmdShow,4
explosions,4
inform,4
<,4
cpp17,4
nulls,4
instance:,4
rename,4
std::this_thread::sleep_for(std::chrono::milliseconds(200));,4
performance,4
crash,4
CConsole,4
Menu,4
R,4
O1,4
calculates,4
identifying,4
setting,4
Ctor,4
MenuState::None,4
Object3D,4
dirty,4
\manually,\,4
\position,\,4
\GameMode,\,4
O,4
\getConsole().EOLn("\PRooFPSddPGE::%s():\,4
Multiplier,4
impacting,4
\value,\,4
handlePlayerDied(),4
\also,\,4
sounds,4
\getConsole().OLn("\PlayerHandling::%s():\,4
old-new,4
treated,4
GAME_GRAVITY_CONST,4
somewhere,4
\60,\,4
did,4
wheel,4
MsgUserSetupFromServer(0),4
dy,4
\Count,\,4
minimap,4
spawn,4
modify,4
original,4
BeginDragDropSource(),4
effect,4
>,4
exception,4
GNS,4
%c,4
----->|,4
traffic,4
previously,4
\keybd_event(VK_RETURN,\,4
DUE,4
graceful,4
shows,4
hPrevInstance,4
disconnecting,4
Force,4
reference,4
stepSomersaultAngleServer(),4
MsgUserConnectedServerSelf,4
getWantToStandup(),4
Regression,4
unmag,4
Some,4
Columns,4
machinegun,4
Network,4
events,4
comments,4
strClr(),4
winner,4
Default,4
\%s,\,4
Make,4
m_connHandleServerSide,4
becomes,4
action,4
decrease,4
fContentHeight,4
depend,4
strafing,4
restricted,4
towards,4
Joe,4
depth,4
notified,4
key,4
turn,4
headers,4
across,4
cells,4
Table,4
connHandleServerSide,4
triggers,4
Logic,4
unchanged,4
\filename!"\,\,4
element,4
E,4
playerPair,4
Updates,4
managed,4
saves,4
\nFrags,\,4
###########################################################################,4
\invoked,\,4
texts,3
\loaded,\,3
deleted,3
connHandle,3
Process,3
HAS,3
explosion-induced,3
Returns,3
player.getImpactForce(),3
By,3
goal,3
(-1.2f,3
Y:,3
directly,3
buffer:,3
\v0.2.5,\,3
getPure().getCamera().getViewport():,3
health:,3
\members,\,3
shoots,3
usual,3
\invulnerability,\,3
written,3
widths,3
6,3
situation,3
handleUserNameChange(),3
\purpose,\,3
UPGRADE,3
\code,\,3
state:,3
\impact,\,3
initially,3
.nTxPktPerSecond,3
OS,3
unproject,3
partially,3
░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░,3
.nTxPktTotalCount,3
rules,3
\us,\,3
\example,\,3
initializers,3
configuration,3
bring,3
ImGuiCol_FrameBg,3
selected,3
image,3
AppMsgId,3
Fails,3
\"\;\,3
birth,3
\"\Id"\\,3
specifying,3
pullTrigger(),3
\getConsole().SetLoggingState("\4LLM0DUL3S"\,\,3
Cpp20,3
ourselves,3
containing,3
shot,3
succeed,3
ignoring,3
correctly,3
How,3
lpCmdLine,3
players:,3
Dtors,3
\happen,\,3
reconnect,3
nFrags,3
leave,3
issue,3
&&,3
60)));,3
fall-through,3
Windows,3
\size,\,3
Sounds,3
'=',3
Pkt/Second,3
modifies,3
connect,3
matrix,3
name:,3
equal,3
\feature,\,3
Tests,3
tests.push_back(std::unique_ptr<UnitTest>(new,3
checkpoint,3
validity,3
colliders,3
considering,3
macro,3
leaving,3
scheduler,3
testMethod(),3
record,3
.nInjectPktTotalCount,3
player.getName().c_str());,3
.nRxPktPerSecond,3
\input,\,3
switching,3
button,3
unspecified,3
components,3
radius,3
\Anyway,\,3
Y-pos,3
period,3
controls,3
Error,3
fixed,3
ImGuiTableFlags_SizingStretchSame,3
classes,3
destructed,3
\removed,\,3
etc.),3
working,3
nice:,3
air,3
jump(),3
additional,3
\path,\,3
FUNCTIONALITY!!,3
convenience,3
play,3
MsgUserUpdateFromServer(0),3
\Apple,\,3
https://github.com/proof88/PRooFPS-dd/issues/251,3
intentionally,3
lack,3
+=,3
problem,3
strict,3
Gets,3
cover,3
GAME_PLAYERS_POS_Z),3
bootup,3
collide,3
MsgDeathNotificationFromServer,3
determine,3
modifying,3
calculating,3
\10,\,3
(although,3
.nInjectPktPerSecond,3
PlayerHandling,3
Clients,3
going,3
DeathMatchMode,3
smaller,3
Y-axis,3
User,3
iterations,3
\used,\,3
legs,3
fetch,3
adds,3
desktop/native,3
\minimap,\,3
MsgUserUpdateFromServer(100),3
serverGravity(),3
\rate,\,3
ImGuiTableColumnFlags_IndentEnable,3
LOAD,3
legal,3
unsure,3
shared,3
ok,3
\screen,\,3
NEWER,3
X:,3
fps,3
verify,3
TO,3
\0.9747f,\,3
m_fDamageAreaSize,3
Changing,3
MAYBE,3
difference,3
wont,3
0.f,3
\not,\,3
ticket,3
--->|,3
0.2f,3
EventLister,3
here),3
upwards,3
AppMsgId:,3
shake,3
jump-induced,3
maintain,3
\connHandleServerSide,\,3
forward,3
important:,3
generate,3
ongoing,3
-1,3
definitely,3
designated,3
filesystem,3
\client-side,\,3
timer,3
Invokes,3
evaluating,3
\vector!"\,\,3
exist,3
iterating,3
cfgProfiles,3
randomly,3
box,3
custom,3
iterate,3
implement,3
displaying,3
hidden,3
Reason,3
connecting:,3
flip,3
sound,3
approach,3
aka,3
THAT,3
operations,3
reload,3
CVARs,3
placed,3
greater,3
touch,3
WinMain(),3
initialize,3
handleUserDisconnected(),3
things,3
pending,3
MsgUserCmdFromClient,3
eventually,3
InputHandling::clientMouseWhenConnectedToServer(),3
ImGuiTableColumnFlags_WidthStretch,3
Stretch,3
vs,3
alignment,3
ptr,3
regardless,3
are:,3
path,3
\angle,\,3
\20,\,3
MsgUserNameChangeAndBootupDone(0),3
low,3
duration,3
Before,3
Next,3
\future,\,3
console,3
\first,\,3
exact,3
tried,3
starting,3
spacing,3
planning,3
As,3
\again,\,3
updating,3
serverSendUserUpdates(),3
hitting,3
extended,3
Apple,3
Pkt,3
\fit,\,3
source,3
0),3
logs,3
fishy,3
bg,3
App,3
\anything,\,3
thing,3
\return,\,3
defaults,3
elapse,3
There,3
\mapPlayers,\,3
\%f!"\,\,3
yes,3
\rect,\,3
MsgCurrentWpnUpdateFromServer,3
CPP,3
pge,3
below),3
comment,3
roughly,3
MsgUserSetupFromServer(400),3
terminates,3
sizing,3
Command,3
\explosion,\,3
\table,\,3
Id,3
Msg,3
invoking,3
nothing,3
disable,3
permanent,3
dl->Flags,3
fullscreen,3
closed,3
transparent,3
(not,3
\failed!"\,\,3
gravity,3
assuming,3
\conditions,\,3
hopefully,3
\condition,\,3
workaround,3
configured,3
crate,3
\damage,\,3
stick,3
copy,3
shooting,3
MsgBulletUpdateFromServer,3
xhair's,3
stored,3
understand,3
.nRxPktTotalCount,3
onto,3
ImGui::GetMainViewport(),3
whatever,3
SAME,3
forget,3
\"\:"\\,3
\died!"\,\,3
thinking,3
everyone,3
HandlePlayerDied(),3
whole,3
\%b!"\,\,3
appear,3
includes,3
ref,3
\ctor,\,3
FINALLY,3
weights,3
WeaponHandling,3
finding,2
\FAILED!"\,\,2
finishes,2
remember,2
\good,\,2
Configuration,2
overflow,2
Use,2
send(),2
\top,\,2
provides,2
lower-right,2
moves,2
----------->|,2
\thread,\,2
overrun,2
\"\Player::%s():\,2
\visitor"\\,2
SFX,2
https://en.cppreference.com/w/cpp/utility/variant/visit,2
nor,2
complete,2
plays,2
collisions,2
Up,2
\fine,\,2
copied,2
causing,2
),2
availableMapsGetAsCharPtrArray(),2
easier,2
---->|,2
pre-compiled,2
setuping,2
\"\:)"\);\,2
PureObject3D&,2
durations,2
rcvd,2
UPDATE:,2
deaths,2
